cultureEntityId;productEntityId
c4da537c-1651-4dae-8486-7db30d67b366;d6a82a95-1b92-4e0a-843c-def36840ff07
c4da537c-1651-4dae-8486-7db30d67b366;92cadf50-6e3e-43c2-a941-29954ab38105
c4da537c-1651-4dae-8486-7db30d67b366;71cabf31-8950-4372-bdf0-f1df275cecdc
c4da537c-1651-4dae-8486-7db30d67b366;a7eb2407-e9e9-416c-a569-61714e60bf9b
c4da537c-1651-4dae-8486-7db30d67b366;57553ab4-1570-4b61-9128-c2aa99a046d3
c4da537c-1651-4dae-8486-7db30d67b366;f68f551d-c3fe-4bc3-92d2-e210772e293a
c4da537c-1651-4dae-8486-7db30d67b366;86577899-44fa-495b-8bef-5bcf32bfe8fa
c4da537c-1651-4dae-8486-7db30d67b366;b2e637d9-6f87-4a5f-9a57-6fa5e10ebdf5
c4da537c-1651-4dae-8486-7db30d67b366;0c179f9b-efc6-4cf0-a3fd-7582369fa467
c4da537c-1651-4dae-8486-7db30d67b366;0f95810e-d08d-4bf8-ba99-5d47c971c69c
c4da537c-1651-4dae-8486-7db30d67b366;1f0a9bc7-453c-4bc4-99f5-02f49acd2dd1
c4da537c-1651-4dae-8486-7db30d67b366;cd8d978e-2130-4d8c-aace-2535cec3a0cc
c4da537c-1651-4dae-8486-7db30d67b366;72f01217-100f-4319-944c-4b7fe5c37878
c4da537c-1651-4dae-8486-7db30d67b366;2eb46a14-a972-4ef0-9571-36fe6263e430
c4da537c-1651-4dae-8486-7db30d67b366;0d694575-5ff9-4de1-8a28-483d2b4f8d81
c4da537c-1651-4dae-8486-7db30d67b366;25acf169-23ea-485f-8a5f-8578eeec616a
c4da537c-1651-4dae-8486-7db30d67b366;6db695eb-7809-419b-9622-9868ad5b10fa
c4da537c-1651-4dae-8486-7db30d67b366;ebe4a0af-a796-4fb6-a532-d2b9d1701a91
c4da537c-1651-4dae-8486-7db30d67b366;29a41c89-c6cc-4185-a91d-b3ee4fe9677f
c4da537c-1651-4dae-8486-7db30d67b366;f78b0717-f6f3-4c58-a3c5-a1ea20dbeb49
c4da537c-1651-4dae-8486-7db30d67b366;c3cc2246-7358-4dac-abbb-4cb34e8e6043
c4da537c-1651-4dae-8486-7db30d67b366;1dc97f87-4d6a-4ed8-99c7-579077bfb819
c4da537c-1651-4dae-8486-7db30d67b366;4557684a-cdac-485a-a21e-6344426ff7ae
c4da537c-1651-4dae-8486-7db30d67b366;5f9b4cd8-c904-49ac-a9a1-72949f3011e9
c4da537c-1651-4dae-8486-7db30d67b366;2bd9212d-1b35-4ecc-a7dd-da9256cc12ec
c4da537c-1651-4dae-8486-7db30d67b366;ab0ae170-e8c1-43fc-b4b7-4a7b3a1d3732
c4da537c-1651-4dae-8486-7db30d67b366;30bd54e7-a5bc-4c26-95f7-bbe921e1709a
c4da537c-1651-4dae-8486-7db30d67b366;c5a86727-1430-47ec-8796-18f6b55ecda4
c4da537c-1651-4dae-8486-7db30d67b366;1f71446f-56af-47b0-b68f-f492aa9ead71
c4da537c-1651-4dae-8486-7db30d67b366;e0656ce3-dc69-4ff5-9f13-fd2bf502028e
c4da537c-1651-4dae-8486-7db30d67b366;01f9173f-9e03-49ce-80f6-51674a3a8bbc
c4da537c-1651-4dae-8486-7db30d67b366;e1155e85-0f28-4996-81a5-b31384a8b9dd
c4da537c-1651-4dae-8486-7db30d67b366;34048cfb-05e2-471a-b8dd-4a11abde7769
c4da537c-1651-4dae-8486-7db30d67b366;c409f677-fce3-4390-b7b2-03f4f4cf23d2
c4da537c-1651-4dae-8486-7db30d67b366;15d3482b-baa8-4c68-9b81-e6090f538ec4
c4da537c-1651-4dae-8486-7db30d67b366;5d362867-fbcb-4e7b-8cc9-d136dd6c30d2
c4da537c-1651-4dae-8486-7db30d67b366;0dffe24f-6e80-4452-a75d-8606aa853e91
c4da537c-1651-4dae-8486-7db30d67b366;706931ce-b57d-4704-810a-16a3e1ce1860
c4da537c-1651-4dae-8486-7db30d67b366;90ca9b63-d0c9-4ca2-bd82-0be7b879e391
c4da537c-1651-4dae-8486-7db30d67b366;a2926334-47a7-4352-a4e2-96d62f256286
c4da537c-1651-4dae-8486-7db30d67b366;31b077a5-8c27-45e6-af26-f420ecaf37de
c4da537c-1651-4dae-8486-7db30d67b366;813be480-e331-4a20-8929-bdcc3b78ae37
c4da537c-1651-4dae-8486-7db30d67b366;56074df6-5ddb-45de-aaa2-788dd43a0e65
c4da537c-1651-4dae-8486-7db30d67b366;64ae34ef-c1ad-4e45-a1bd-56ea6bb4f656
c4da537c-1651-4dae-8486-7db30d67b366;0e4e6230-bc4d-4f36-a8b6-0a0dde4ee0a6
c4da537c-1651-4dae-8486-7db30d67b366;4629c719-4407-4ca5-b7bd-9771809bde2e
c4da537c-1651-4dae-8486-7db30d67b366;20244a65-3835-4ee9-8a93-b4957b0616d9
c4da537c-1651-4dae-8486-7db30d67b366;4b234f00-1257-4c35-9050-57d431385314
c4da537c-1651-4dae-8486-7db30d67b366;42498a9a-c292-4495-b5d4-f9bc2f4fa68e
c4da537c-1651-4dae-8486-7db30d67b366;734a6be9-89bf-4b39-8a21-dc9dce33011a
c4da537c-1651-4dae-8486-7db30d67b366;b6113a71-6943-449b-9307-9649c127c383
c4da537c-1651-4dae-8486-7db30d67b366;21756d6d-4a3b-481d-9404-e1b6ee8d5b7a
c4da537c-1651-4dae-8486-7db30d67b366;535e03b9-ce0c-4f9a-80e7-18db9768477c
c4da537c-1651-4dae-8486-7db30d67b366;7ab986a3-f85a-43cd-b74c-add708eb88ff
c4da537c-1651-4dae-8486-7db30d67b366;80db31ab-1e72-43ee-a7fa-5995947cc6a0
c4da537c-1651-4dae-8486-7db30d67b366;35b8346f-688d-43ce-a77e-12bf9cee6eb0
c4da537c-1651-4dae-8486-7db30d67b366;8c98fb8b-80ff-4e5b-80a9-4b0d849ae96b
c4da537c-1651-4dae-8486-7db30d67b366;66bf2799-2403-4da5-b583-4a2310236686
c4da537c-1651-4dae-8486-7db30d67b366;f125d012-3c95-46b0-b649-70ab038ad0a1
c4da537c-1651-4dae-8486-7db30d67b366;66824b8e-4e90-4b07-9610-7a785cd9c06c
c4da537c-1651-4dae-8486-7db30d67b366;4e77f203-e84d-4a23-b8d4-14b237f0219c
c4da537c-1651-4dae-8486-7db30d67b366;0d429624-fdab-46dc-8542-5b8ee3ec2ce6
c4da537c-1651-4dae-8486-7db30d67b366;88c7746d-2a3e-464d-9f91-7ada6921cf0c
c4da537c-1651-4dae-8486-7db30d67b366;3f6f6fec-30ac-47c1-9942-ea2852bb3c1c
c4da537c-1651-4dae-8486-7db30d67b366;4b46d4be-e1ac-4d7b-bb0a-0b1703c17b4a
c4da537c-1651-4dae-8486-7db30d67b366;e0d4038e-47fd-4d60-ac6c-d8cacc3e26c4
c4da537c-1651-4dae-8486-7db30d67b366;4ba9f4a7-c29f-4dea-b1af-f3dd7ff5627c
c4da537c-1651-4dae-8486-7db30d67b366;50dcec37-96de-4a15-9459-4dd4aecb44c2
c4da537c-1651-4dae-8486-7db30d67b366;ff01911a-3a33-4418-8fb1-96092c0de3dc
c4da537c-1651-4dae-8486-7db30d67b366;2d66cd81-d2f9-43fd-bc55-4949446898aa
c4da537c-1651-4dae-8486-7db30d67b366;d3dce20e-3480-4844-8d28-5374a6cd6769
c4da537c-1651-4dae-8486-7db30d67b366;1af489ae-4af0-401a-bca9-2349355843c8
c4da537c-1651-4dae-8486-7db30d67b366;19112c85-4321-4043-9660-fd2fbd08ae4b
c4da537c-1651-4dae-8486-7db30d67b366;1e0e01f8-c3d8-4aba-975f-340921e3d0aa
c4da537c-1651-4dae-8486-7db30d67b366;0b4396b7-af16-4cb0-9b15-ce6f1207c158
c4da537c-1651-4dae-8486-7db30d67b366;6c435e8e-60e5-4436-a813-6cdbce3b7220
c4da537c-1651-4dae-8486-7db30d67b366;62445746-de1d-47f0-a796-39ae1b4db308
c4da537c-1651-4dae-8486-7db30d67b366;2223b107-d5ad-4f7e-8338-d5bbedfabcd6
c4da537c-1651-4dae-8486-7db30d67b366;5a71aa41-a562-435a-9bcf-68db02ad26f8
c4da537c-1651-4dae-8486-7db30d67b366;56b013f7-d94b-43ee-bf1e-aa1f6886b7ef
c4da537c-1651-4dae-8486-7db30d67b366;ed2ee771-6c23-43be-9716-6894b68b22df
c4da537c-1651-4dae-8486-7db30d67b366;0f5fbe90-78ca-40e1-8a95-96521ade1368
c4da537c-1651-4dae-8486-7db30d67b366;f516934b-ec6d-4c27-8c4d-e8b42b717cc6
c4da537c-1651-4dae-8486-7db30d67b366;d8c13eae-3f37-4b3e-aafa-74546d21ba79
c4da537c-1651-4dae-8486-7db30d67b366;d120eb28-b9e7-4936-96f4-3427c499e7f1
c4da537c-1651-4dae-8486-7db30d67b366;e721ef9e-58dc-4acd-9f04-3e0ad922fa97
